scientific_name,family,reproductive_mode,ac,median_depth,max_size_cm,ventilation_method,habitat,estimate_type,mortality_prop,gear_class,estimate_type_new
Eusphyra blochii,Sphyrnidae,matrotrophic viviparity,14.364,68.5,186,ram,pelagic,AVM Longline,0.424994434607065,Longline,AVM
Eusphyra blochii,Sphyrnidae,matrotrophic viviparity,14.364,68.5,186,ram,pelagic,PRM Longline,0.3136881761925747,Longline,PRM
Heterodontus zebra,Heterodontidae,lecithotrophic oviparity,8.7752,100,125,stationary,pelagic,AVM Longline,0.2158473641248709,Longline,AVM
Heterodontus zebra,Heterodontidae,lecithotrophic oviparity,8.7752,100,125,stationary,pelagic,PRM Longline,0.3897785346265277,Longline,PRM
Iago garricki,Triakidae,matrotrophic viviparity,8.5392,362.5,75,ram,demersal,AVM Longline,0.3675128445286181,Longline,AVM
Iago garricki,Triakidae,matrotrophic viviparity,8.5392,362.5,75,ram,demersal,PRM Longline,0.33591077602823516,Longline,PRM
Mustelus ravidus,Triakidae,lecithotrophic viviparity,9.853114,203,68.30000305,ram,pelagic,AVM Longline,0.28272249535941,Longline,AVM
Mustelus ravidus,Triakidae,lecithotrophic viviparity,9.853114,203,68.30000305,ram,pelagic,PRM Longline,0.33943555157456673,Longline,PRM
Mustelus stevensi,Triakidae,lecithotrophic viviparity,10.731,402,128.3000031,ram,pelagic,AVM Longline,0.25017606365071543,Longline,AVM
Mustelus stevensi,Triakidae,lecithotrophic viviparity,10.731,402,128.3000031,ram,pelagic,PRM Longline,0.374257558674069,Longline,PRM
Mustelus walkeri,Triakidae,lecithotrophic viviparity,4.9951,227.5,111.6,ram,demersal,AVM Longline,0.28632754985894965,Longline,AVM
Mustelus walkeri,Triakidae,lecithotrophic viviparity,4.9951,227.5,111.6,ram,demersal,PRM Longline,0.3302494139151494,Longline,PRM
Orectolobus floridus,Orectolobidae,lecithotrophic viviparity,5.913222222,63.5,75,stationary,pelagic,AVM Longline,0.1846450276596248,Longline,AVM
Orectolobus floridus,Orectolobidae,lecithotrophic viviparity,5.913222222,63.5,75,stationary,pelagic,PRM Longline,0.3588551176280048,Longline,PRM
Orectolobus hutchinsi,Orectolobidae,lecithotrophic viviparity,5.6622,55,149,stationary,demersal,AVM Longline,0.18131563727381392,Longline,AVM
Orectolobus hutchinsi,Orectolobidae,lecithotrophic viviparity,5.6622,55,149,stationary,demersal,PRM Longline,0.37406532787192914,Longline,PRM
Orectolobus parvimaculatus,Orectolobidae,lecithotrophic viviparity,5.913222222,72,88.5,stationary,demersal,AVM Longline,0.20993925409459332,Longline,AVM
Orectolobus parvimaculatus,Orectolobidae,lecithotrophic viviparity,5.913222222,72,88.5,stationary,demersal,PRM Longline,0.3629818360887081,Longline,PRM
Orectolobus reticulatus,Orectolobidae,lecithotrophic viviparity,5.913222222,10,52.3,stationary,pelagic,AVM Longline,0.17309085711323582,Longline,AVM
Orectolobus reticulatus,Orectolobidae,lecithotrophic viviparity,5.913222222,10,52.3,stationary,pelagic,PRM Longline,0.3588551176280048,Longline,PRM
Orectolobus wardi,Orectolobidae,lecithotrophic viviparity,5.913222222,2,63,stationary,pelagic,AVM Longline,0.17309085711323582,Longline,AVM
Orectolobus wardi,Orectolobidae,lecithotrophic viviparity,5.913222222,2,63,stationary,pelagic,PRM Longline,0.3588551176280048,Longline,PRM
Pristiophorus delicatus,Pristiophoridae,lecithotrophic viviparity,5.9166,325.5,84.5,stationary,pelagic,AVM Longline,0.201637275782259,Longline,AVM
Pristiophorus delicatus,Pristiophoridae,lecithotrophic viviparity,5.9166,325.5,84.5,stationary,pelagic,PRM Longline,0.349073298498297,Longline,PRM
Scymnodon plunketi,Somniosidae,lecithotrophic viviparity,3.9064,865,170,stationary,pelagic,AVM Longline,0.12887917720782718,Longline,AVM
Scymnodon plunketi,Somniosidae,lecithotrophic viviparity,3.9064,865,170,stationary,pelagic,PRM Longline,0.30247805115614185,Longline,PRM
Rhizoprionodon taylori,Carcharhinidae,matrotrophic viviparity,7.9872,55,78.4,ram,pelagic,AVM Longline,0.3521100409829078,Longline,AVM
Rhizoprionodon taylori,Carcharhinidae,matrotrophic viviparity,7.9872,55,78.4,ram,pelagic,PRM Longline,0.3989980748090184,Longline,PRM
Scymnodalatias albicauda,Somniosidae,lecithotrophic viviparity,4.2579,330,111,stationary,pelagic,AVM Longline,0.1570407388840683,Longline,AVM
Scymnodalatias albicauda,Somniosidae,lecithotrophic viviparity,4.2579,330,111,stationary,pelagic,PRM Longline,0.3496423462053975,Longline,PRM
Somniosus antarcticus,Somniosidae,lecithotrophic viviparity,1.9602,817.5,438,stationary,pelagic,AVM Longline,0.12887917720782718,Longline,AVM
Somniosus antarcticus,Somniosidae,lecithotrophic viviparity,1.9602,817.5,438,stationary,pelagic,PRM Longline,0.22692302689284985,Longline,PRM
Squalus altipinnis,Squalidae,lecithotrophic viviparity,7.737926667,301.5,58.90000153,stationary,pelagic,AVM Longline,0.21350755256869375,Longline,AVM
Squalus altipinnis,Squalidae,lecithotrophic viviparity,7.737926667,301.5,58.90000153,stationary,pelagic,PRM Longline,0.3921818278341083,Longline,PRM
Squalus chloroculus,Squalidae,lecithotrophic viviparity,5.7216,786.5,99,stationary,demersal,AVM Longline,0.15431944432996242,Longline,AVM
Squalus chloroculus,Squalidae,lecithotrophic viviparity,5.7216,786.5,99,stationary,demersal,PRM Longline,0.3294974473346202,Longline,PRM
Squalus edmundsi,Squalidae,lecithotrophic viviparity,1.0252,527,115,stationary,pelagic,AVM Longline,0.12906454690305452,Longline,AVM
Squalus edmundsi,Squalidae,lecithotrophic viviparity,1.0252,527,115,stationary,pelagic,PRM Longline,0.2980088868627838,Longline,PRM
Squalus grahami,Squalidae,lecithotrophic viviparity,7.6276,326,73,stationary,pelagic,AVM Longline,0.2022629081516916,Longline,AVM
Squalus grahami,Squalidae,lecithotrophic viviparity,7.6276,326,73,stationary,pelagic,PRM Longline,0.3918466467070737,Longline,PRM
Squalus montalbani,Squalidae,lecithotrophic viviparity,5.524,762,101,stationary,demersal,AVM Longline,0.15847619773654795,Longline,AVM
Squalus montalbani,Squalidae,lecithotrophic viviparity,5.524,762,101,stationary,demersal,PRM Longline,0.3294974473346202,Longline,PRM
Squalus nasutus,Squalidae,lecithotrophic viviparity,10.699,575,64,stationary,pelagic,AVM Longline,0.16497499447290173,Longline,AVM
Squalus nasutus,Squalidae,lecithotrophic viviparity,10.699,575,64,stationary,pelagic,PRM Longline,0.3362383008010119,Longline,PRM
Squatina albipunctata,Squatinidae,lecithotrophic viviparity,7.0584,226,98.5,stationary,pelagic,AVM Longline,0.21590862674758984,Longline,AVM
Squatina albipunctata,Squatinidae,lecithotrophic viviparity,7.0584,226,98.5,stationary,pelagic,PRM Longline,0.34793629185394553,Longline,PRM
Squatina pseudocellata,Squatinidae,lecithotrophic viviparity,10.32279231,231,114,stationary,pelagic,AVM Longline,0.20963618880950705,Longline,AVM
Squatina pseudocellata,Squatinidae,lecithotrophic viviparity,10.32279231,231,114,stationary,pelagic,PRM Longline,0.3288755514439381,Longline,PRM
Squatina tergocellata,Squatinidae,lecithotrophic viviparity,11.331,264,140,stationary,demersal,AVM Longline,0.21637902847000712,Longline,AVM
Squatina tergocellata,Squatinidae,lecithotrophic viviparity,11.331,264,140,stationary,demersal,PRM Longline,0.33306911141569495,Longline,PRM
Sutorectus tentaculatus,Orectolobidae,lecithotrophic viviparity,5.63975,17.5,92,stationary,pelagic,AVM Longline,0.17309085711323582,Longline,AVM
Sutorectus tentaculatus,Orectolobidae,lecithotrophic viviparity,5.63975,17.5,92,stationary,pelagic,PRM Longline,0.3588551176280048,Longline,PRM
Carcharhinus coatesi,Carcharhinidae,matrotrophic viviparity,9.92492714,61.5,87,ram,pelagic,AVM Longline,0.36335854586831073,Longline,AVM
Carcharhinus coatesi,Carcharhinidae,matrotrophic viviparity,9.92492714,61.5,87,ram,pelagic,PRM Longline,0.3837578640684321,Longline,PRM
Carcharhinus tjutjot,Carcharhinidae,matrotrophic viviparity,9.92492714,50,93.69999695,ram,pelagic,AVM Longline,0.3197486935749298,Longline,AVM
Carcharhinus tjutjot,Carcharhinidae,matrotrophic viviparity,9.92492714,50,93.69999695,ram,pelagic,PRM Longline,0.3837578640684321,Longline,PRM
Mustelus californicus,Triakidae,lecithotrophic viviparity,6.1316,100,116,ram,demersal,AVM Longline,0.3034981875593431,Longline,AVM
Mustelus californicus,Triakidae,lecithotrophic viviparity,6.1316,100,116,ram,demersal,PRM Longline,0.35362357181865944,Longline,PRM
Mustelus henlei,Triakidae,lecithotrophic viviparity,5.3593,140.5,100,ram,demersal,AVM Longline,0.2817544593159887,Longline,AVM
Mustelus henlei,Triakidae,lecithotrophic viviparity,5.3593,140.5,100,ram,demersal,PRM Longline,0.35173490914058525,Longline,PRM
Mustelus lunulatus,Triakidae,lecithotrophic viviparity,11.937,104.5,175,ram,demersal,AVM Longline,0.29979359885348944,Longline,AVM
Mustelus lunulatus,Triakidae,lecithotrophic viviparity,11.937,104.5,175,ram,demersal,PRM Longline,0.30421123885542456,Longline,PRM
Triakis semifasciata,Triakidae,lecithotrophic viviparity,6.2621,78,213.4,ram,demersal,AVM Longline,0.30569858968446295,Longline,AVM
Triakis semifasciata,Triakidae,lecithotrophic viviparity,6.2621,78,213.4,ram,demersal,PRM Longline,0.3027784313512919,Longline,PRM
Centroscyllium nigrum,Etmopteridae,lecithotrophic viviparity,6.0349,719.5,51,stationary,pelagic,AVM Longline,0.16399826371640916,Longline,AVM
Centroscyllium nigrum,Etmopteridae,lecithotrophic viviparity,6.0349,719.5,51,stationary,pelagic,PRM Longline,0.3119602199269796,Longline,PRM
Carcharhinus leiodon,Carcharhinidae,matrotrophic viviparity,9.92492714,35,165,ram,demersal,AVM Longline,0.3152375977411492,Longline,AVM
Carcharhinus leiodon,Carcharhinidae,matrotrophic viviparity,9.92492714,35,165,ram,demersal,PRM Longline,0.3456725216306245,Longline,PRM
Halaelurus boesemani,Pentanchidae,lecithotrophic oviparity,7.4014,143.5,48,stationary,demersal,AVM Longline,0.21796077877853132,Longline,AVM
Halaelurus boesemani,Pentanchidae,lecithotrophic oviparity,7.4014,143.5,48,stationary,demersal,PRM Longline,0.3951141302454374,Longline,PRM
Squatina legnota,Squatinidae,lecithotrophic viviparity,10.32279231,100,134.1,stationary,demersal,AVM Longline,0.2131996612542506,Longline,AVM
Squatina legnota,Squatinidae,lecithotrophic viviparity,10.32279231,100,134.1,stationary,demersal,PRM Longline,0.39697767711313514,Longline,PRM
Carcharhinus obsoletus,Carcharhinidae,matrotrophic viviparity,9.92492714,25,100,ram,demersal,AVM Longline,0.3152375977411492,Longline,AVM
Carcharhinus obsoletus,Carcharhinidae,matrotrophic viviparity,9.92492714,25,100,ram,demersal,PRM Longline,0.35785967941926367,Longline,PRM
Mustelus lenticulatus,Triakidae,lecithotrophic viviparity,5.8063,110.5,151,ram,demersal,AVM Longline,0.2839345320954025,Longline,AVM
Mustelus lenticulatus,Triakidae,lecithotrophic viviparity,5.8063,110.5,151,ram,demersal,PRM Longline,0.379351618430585,Longline,PRM
Cephaloscyllium isabellum,Scyliorhinidae,lecithotrophic viviparity,6.3707,399.5,150,stationary,pelagic,AVM Longline,0.18295203979708863,Longline,AVM
Cephaloscyllium isabellum,Scyliorhinidae,lecithotrophic viviparity,6.3707,399.5,150,stationary,pelagic,PRM Longline,0.3740730632973224,Longline,PRM
Gollum attenuatus,Pseudotriakidae,lecithotrophic viviparity,4.8018,390,107,ram,demersal,AVM Longline,0.21120465275402084,Longline,AVM
Gollum attenuatus,Pseudotriakidae,lecithotrophic viviparity,4.8018,390,107,ram,demersal,PRM Longline,0.4101302459616005,Longline,PRM
Squalus melanurus,Squalidae,lecithotrophic viviparity,7.039,330,75,stationary,demersal,AVM Longline,0.2017859596132868,Longline,AVM
Squalus melanurus,Squalidae,lecithotrophic viviparity,7.039,330,75,stationary,demersal,PRM Longline,0.4115112318865234,Longline,PRM
Somniosus longus,Somniosidae,lecithotrophic viviparity,3.75285,683,143.3,stationary,demersal,AVM Longline,0.12887917720782718,Longline,AVM
Somniosus longus,Somniosidae,lecithotrophic viviparity,3.75285,683,143.3,stationary,demersal,PRM Longline,0.347103113354198,Longline,PRM
Squalus bucephalus,Squalidae,lecithotrophic viviparity,7.737926667,664,90,stationary,pelagic,AVM Longline,0.1600167830188283,Longline,AVM
Squalus bucephalus,Squalidae,lecithotrophic viviparity,7.737926667,664,90,stationary,pelagic,PRM Longline,0.35764720242696585,Longline,PRM
Scymnodon ringens,Somniosidae,lecithotrophic viviparity,3.9064,900,110,stationary,pelagic,AVM Longline,0.12887917720782718,Longline,AVM
Scymnodon ringens,Somniosidae,lecithotrophic viviparity,3.9064,900,110,stationary,pelagic,PRM Longline,0.3123626133831351,Longline,PRM
Squalus griffini,Squalidae,lecithotrophic viviparity,6.3253,493.5,110,stationary,demersal,AVM Longline,0.16975506253341863,Longline,AVM
Squalus griffini,Squalidae,lecithotrophic viviparity,6.3253,493.5,110,stationary,demersal,PRM Longline,0.3346223508996464,Longline,PRM
Squatina aculeata,Squatinidae,lecithotrophic viviparity,19.152,265,188,stationary,demersal,AVM Longline,0.21637902847000712,Longline,AVM
Squatina aculeata,Squatinidae,lecithotrophic viviparity,19.152,265,188,stationary,demersal,PRM Longline,0.1841390074966456,Longline,PRM
Squatina oculata,Squatinidae,lecithotrophic viviparity,9.3887,255,160,stationary,demersal,AVM Longline,0.20768209442398256,Longline,AVM
Squatina oculata,Squatinidae,lecithotrophic viviparity,9.3887,255,160,stationary,demersal,PRM Longline,0.364996554305707,Longline,PRM
Squatina armata,Squatinidae,lecithotrophic viviparity,22.209,52.5,150,stationary,demersal,AVM Longline,0.19697748377775912,Longline,AVM
Squatina armata,Squatinidae,lecithotrophic viviparity,22.209,52.5,150,stationary,demersal,PRM Longline,0.30595406075073694,Longline,PRM
Squatina argentina,Squatinidae,lecithotrophic viviparity,10.32279231,228.5,1380,stationary,demersal,AVM Longline,0.20963618880950705,Longline,AVM
Squatina argentina,Squatinidae,lecithotrophic viviparity,10.32279231,228.5,1380,stationary,demersal,PRM Longline,0.22739656817861584,Longline,PRM
Centroscymnus macracanthus,Somniosidae,lecithotrophic viviparity,5.14775,884.5,170,stationary,demersal,AVM Longline,0.16759254495511355,Longline,AVM
Centroscymnus macracanthus,Somniosidae,lecithotrophic viviparity,5.14775,884.5,170,stationary,demersal,PRM Longline,0.32124431787598073,Longline,PRM
Etmopterus viator,Etmopteridae,lecithotrophic viviparity,6.274288889,1115,39.09999847,stationary,demersal,AVM Longline,0.16118333768775572,Longline,AVM
Etmopterus viator,Etmopteridae,lecithotrophic viviparity,6.274288889,1115,39.09999847,stationary,demersal,PRM Longline,0.33000179772909755,Longline,PRM
Squatina caillieti,Squatinidae,lecithotrophic viviparity,10.32279231,374,32.8,stationary,demersal,AVM Longline,0.18441785723391865,Longline,AVM
Squatina caillieti,Squatinidae,lecithotrophic viviparity,10.32279231,374,32.8,stationary,demersal,PRM Longline,0.4045662511244414,Longline,PRM
Squatina david,Squatinidae,lecithotrophic viviparity,10.32279231,213,79,stationary,demersal,AVM Longline,0.20963618880950705,Longline,AVM
Squatina david,Squatinidae,lecithotrophic viviparity,10.32279231,213,79,stationary,demersal,PRM Longline,0.35256354215123237,Longline,PRM
Squatina squatina,Squatinidae,lecithotrophic viviparity,10.32279231,76,244,stationary,demersal,AVM Longline,0.2182028136608923,Longline,AVM
Squatina squatina,Squatinidae,lecithotrophic viviparity,10.32279231,76,244,stationary,demersal,PRM Longline,0.312653386679269,Longline,PRM
Haploblepharus edwardsii,Pentanchidae,lecithotrophic oviparity,6.5184,65,64,stationary,demersal,AVM Longline,0.20077643005195456,Longline,AVM
Haploblepharus edwardsii,Pentanchidae,lecithotrophic oviparity,6.5184,65,64,stationary,demersal,PRM Longline,0.3625137227438037,Longline,PRM
Poroderma africanum,Scyliorhinidae,lecithotrophic oviparity,6.2518,50,101,stationary,demersal,AVM Longline,0.19152962433723672,Longline,AVM
Poroderma africanum,Scyliorhinidae,lecithotrophic oviparity,6.2518,50,101,stationary,demersal,PRM Longline,0.3629818360887081,Longline,PRM
Hemitriakis leucoperiptera,Triakidae,lecithotrophic viviparity,5.9831,24.5,96,ram,demersal,AVM Longline,0.23735116597836567,Longline,AVM
Hemitriakis leucoperiptera,Triakidae,lecithotrophic viviparity,5.9831,24.5,96,ram,demersal,PRM Longline,0.3629818360887081,Longline,PRM
Hypogaleus hyugaensis,Triakidae,lecithotrophic viviparity,7.1291,135,127,ram,demersal,AVM Longline,0.29016419397991877,Longline,AVM
Hypogaleus hyugaensis,Triakidae,lecithotrophic viviparity,7.1291,135,127,ram,demersal,PRM Longline,0.3594498097676804,Longline,PRM
Mustelus asterias,Triakidae,lecithotrophic viviparity,6.9015,99.5,140,ram,demersal,AVM Longline,0.2994273139963069,Longline,AVM
Mustelus asterias,Triakidae,lecithotrophic viviparity,6.9015,99.5,140,ram,demersal,PRM Longline,0.3829050593394547,Longline,PRM
Triakis acutipinna,Triakidae,lecithotrophic viviparity,6.0669,260,112,ram,demersal,AVM Longline,0.2947981425618526,Longline,AVM
Triakis acutipinna,Triakidae,lecithotrophic viviparity,6.0669,260,112,ram,demersal,PRM Longline,0.33140997036857756,Longline,PRM
Triakis megalopterus,Triakidae,lecithotrophic viviparity,5.8717,25,207.5,ram,demersal,AVM Longline,0.22504434931078748,Longline,AVM
Triakis megalopterus,Triakidae,lecithotrophic viviparity,5.8717,25,207.5,ram,demersal,PRM Longline,0.309985606247654,Longline,PRM
Carcharhinus borneensis,Carcharhinidae,matrotrophic viviparity,9.92492714,25,70,ram,demersal,AVM Longline,0.3152375977411492,Longline,AVM
Carcharhinus borneensis,Carcharhinidae,matrotrophic viviparity,9.92492714,25,70,ram,demersal,PRM Longline,0.35785967941926367,Longline,PRM
Cirrhigaleus barbifer,Squalidae,lecithotrophic viviparity,8.3281,395,126,stationary,demersal,AVM Longline,0.1746628219780352,Longline,AVM
Cirrhigaleus barbifer,Squalidae,lecithotrophic viviparity,8.3281,395,126,stationary,demersal,PRM Longline,0.44344065111186814,Longline,PRM
Chiloscyllium punctatum,Hemiscylliidae,lecithotrophic oviparity,10.693,42.5,132,stationary,pelagic,AVM Longline,0.1926013749655443,Longline,AVM
Chiloscyllium punctatum,Hemiscylliidae,lecithotrophic oviparity,10.693,42.5,132,stationary,pelagic,PRM Longline,0.3932043921698052,Longline,PRM
Odontaspis ferox,Odontaspididae,matrotrophic viviparity,6.0088,512.5,450,ram,pelagic,AVM Longline,0.3453863886029285,Longline,AVM
Odontaspis ferox,Odontaspididae,matrotrophic viviparity,6.0088,512.5,450,ram,pelagic,PRM Longline,0.1869966687409465,Longline,PRM
Apristurus melanoasper,Pentanchidae,lecithotrophic oviparity,3.3655,1016,76.09999847,stationary,pelagic,AVM Longline,0.1297671626604008,Longline,AVM
Apristurus melanoasper,Pentanchidae,lecithotrophic oviparity,3.3655,1016,76.09999847,stationary,pelagic,PRM Longline,0.31258549306755323,Longline,PRM
Apristurus fedorovi,Pentanchidae,lecithotrophic oviparity,2.41305,800,68.30000305,stationary,pelagic,AVM Longline,0.13163339125370777,Longline,AVM
Apristurus fedorovi,Pentanchidae,lecithotrophic oviparity,2.41305,800,68.30000305,stationary,pelagic,PRM Longline,0.31243947876775047,Longline,PRM
Apristurus longicephalus,Pentanchidae,lecithotrophic oviparity,1.4606,815,60,stationary,demersal,AVM Longline,0.13163339125370777,Longline,AVM
Apristurus longicephalus,Pentanchidae,lecithotrophic oviparity,1.4606,815,60,stationary,demersal,PRM Longline,0.3294974473346202,Longline,PRM
Apristurus macrostomus,Pentanchidae,lecithotrophic oviparity,2.41305,644.5,57.3,stationary,demersal,AVM Longline,0.13241146982601967,Longline,AVM
Apristurus macrostomus,Pentanchidae,lecithotrophic oviparity,2.41305,644.5,57.3,stationary,demersal,PRM Longline,0.3299182681167387,Longline,PRM
Apristurus micropterygeus,Pentanchidae,lecithotrophic oviparity,2.41305,913,38.1,stationary,demersal,AVM Longline,0.13163339125370777,Longline,AVM
Apristurus micropterygeus,Pentanchidae,lecithotrophic oviparity,2.41305,913,38.1,stationary,demersal,PRM Longline,0.32942058195000484,Longline,PRM
Pliotrema warreni,Pristiophoridae,lecithotrophic viviparity,7.364,462.5,170,stationary,demersal,AVM Longline,0.1654262391963002,Longline,AVM
Pliotrema warreni,Pristiophoridae,lecithotrophic viviparity,7.364,462.5,170,stationary,demersal,PRM Longline,0.3764106487049101,Longline,PRM
Centrophorus isodon,Centrophoridae,lecithotrophic viviparity,10.49903846,602.5,108.2,stationary,demersal,AVM Longline,0.15795999026641871,Longline,AVM
Centrophorus isodon,Centrophoridae,lecithotrophic viviparity,10.49903846,602.5,108.2,stationary,demersal,PRM Longline,0.34902545232180054,Longline,PRM
Etmopterus sheikoi,Etmopteridae,lecithotrophic viviparity,6.274288889,355,43.20000076,stationary,pelagic,AVM Longline,0.19895682844307355,Longline,AVM
Etmopterus sheikoi,Etmopteridae,lecithotrophic viviparity,6.274288889,355,43.20000076,stationary,pelagic,PRM Longline,0.35274179458915134,Longline,PRM
Centroscyllium granulatum,Etmopteridae,lecithotrophic viviparity,4.034025,355,61.5,stationary,pelagic,AVM Longline,0.1512807845441144,Longline,AVM
Centroscyllium granulatum,Etmopteridae,lecithotrophic viviparity,4.034025,355,61.5,stationary,pelagic,PRM Longline,0.35274179458915134,Longline,PRM
Scymnodalatias oligodon,Somniosidae,lecithotrophic viviparity,4.2579,100,26,stationary,pelagic,AVM Longline,0.1672236451506676,Longline,AVM
Scymnodalatias oligodon,Somniosidae,lecithotrophic viviparity,4.2579,100,26,stationary,pelagic,PRM Longline,0.36801334772135647,Longline,PRM
Mustelus dorsalis,Triakidae,lecithotrophic viviparity,7.4479,110,66,ram,demersal,AVM Longline,0.29842875805246477,Longline,AVM
Mustelus dorsalis,Triakidae,lecithotrophic viviparity,7.4479,110,66,ram,demersal,PRM Longline,0.41547899366508434,Longline,PRM
Sphyrna corona,Sphyrnidae,matrotrophic viviparity,15.965,50,92,ram,demersal,AVM Longline,0.3292206292271092,Longline,AVM
Sphyrna corona,Sphyrnidae,matrotrophic viviparity,15.965,50,92,ram,demersal,PRM Longline,0.283186513458563,Longline,PRM
Cephaloscyllium sufflans,Scyliorhinidae,lecithotrophic viviparity,5.9196,320,110,stationary,demersal,AVM Longline,0.201637275782259,Longline,AVM
Cephaloscyllium sufflans,Scyliorhinidae,lecithotrophic viviparity,5.9196,320,110,stationary,demersal,PRM Longline,0.3862839594444498,Longline,PRM
Halaelurus natalensis,Pentanchidae,lecithotrophic oviparity,6.4218,86,45,stationary,demersal,AVM Longline,0.22208057804299733,Longline,AVM
Halaelurus natalensis,Pentanchidae,lecithotrophic oviparity,6.4218,86,45,stationary,demersal,PRM Longline,0.36148505592038704,Longline,PRM
Pseudoginglymostoma brevicaudatum,Ginglymostomatidae,lecithotrophic oviparity,6.246810345,10,75,stationary,pelagic,AVM Longline,0.18974520815922455,Longline,AVM
Pseudoginglymostoma brevicaudatum,Ginglymostomatidae,lecithotrophic oviparity,6.246810345,10,75,stationary,pelagic,PRM Longline,0.3588551176280048,Longline,PRM
Galeus polli,Pentanchidae,lecithotrophic oviparity,9.9831,460,45,stationary,demersal,AVM Longline,0.16352921845408996,Longline,AVM
Galeus polli,Pentanchidae,lecithotrophic oviparity,9.9831,460,45,stationary,demersal,PRM Longline,0.3608619197000152,Longline,PRM
Mustelus minicanis,Triakidae,lecithotrophic viviparity,9.853114,127,47.79999924,ram,pelagic,AVM Longline,0.28230096875130567,Longline,AVM
Mustelus minicanis,Triakidae,lecithotrophic viviparity,9.853114,127,47.79999924,ram,pelagic,PRM Longline,0.37552086512054533,Longline,PRM
Centrophorus tessellatus,Centrophoridae,lecithotrophic viviparity,10.49903846,376,89,stationary,pelagic,AVM Longline,0.1862883958544919,Longline,AVM
Centrophorus tessellatus,Centrophoridae,lecithotrophic viviparity,10.49903846,376,89,stationary,pelagic,PRM Longline,0.3785327492438922,Longline,PRM
Pristiophorus schroederi,Pristiophoridae,lecithotrophic viviparity,5.9166,695,86.5,stationary,demersal,AVM Longline,0.15431944432996242,Longline,AVM
Pristiophorus schroederi,Pristiophoridae,lecithotrophic viviparity,5.9166,695,86.5,stationary,demersal,PRM Longline,0.32935368851029867,Longline,PRM
Etmopterus carteri,Etmopteridae,lecithotrophic viviparity,6.274288889,324.5,21.2,stationary,pelagic,AVM Longline,0.21622089120457025,Longline,AVM
Etmopterus carteri,Etmopteridae,lecithotrophic viviparity,6.274288889,324.5,21.2,stationary,pelagic,PRM Longline,0.349073298498297,Longline,PRM
Etmopterus perryi,Etmopteridae,lecithotrophic viviparity,6.274288889,380,17,stationary,pelagic,AVM Longline,0.1963954647642832,Longline,AVM
Etmopterus perryi,Etmopteridae,lecithotrophic viviparity,6.274288889,380,17,stationary,pelagic,PRM Longline,0.35740229203456203,Longline,PRM
Etmopterus princeps,Etmopteridae,lecithotrophic viviparity,7.8199,1281.5,94,stationary,demersal,AVM Longline,0.15474690642075906,Longline,AVM
Etmopterus princeps,Etmopteridae,lecithotrophic viviparity,7.8199,1281.5,94,stationary,demersal,PRM Longline,0.390298059366828,Longline,PRM
Etmopterus virens,Etmopteridae,lecithotrophic viviparity,1.1782,550,23,stationary,demersal,AVM Longline,0.12955727790090735,Longline,AVM
Etmopterus virens,Etmopteridae,lecithotrophic viviparity,1.1782,550,23,stationary,demersal,PRM Longline,0.3301691625711215,Longline,PRM
Mustelus palumbes,Triakidae,lecithotrophic viviparity,7.2205,221.5,120,ram,demersal,AVM Longline,0.29133148475750126,Longline,AVM
Mustelus palumbes,Triakidae,lecithotrophic viviparity,7.2205,221.5,120,ram,demersal,PRM Longline,0.3656128070426268,Longline,PRM
Mustelus whitneyi,Triakidae,lecithotrophic viviparity,9.853114,113.5,87,ram,demersal,AVM Longline,0.2904861431287471,Longline,AVM
Mustelus whitneyi,Triakidae,lecithotrophic viviparity,9.853114,113.5,87,ram,demersal,PRM Longline,0.39406032659506046,Longline,PRM
Oxynotus centrina,Oxynotidae,lecithotrophic viviparity,19.152,420,150,stationary,demersal,AVM Longline,0.17630993266184108,Longline,AVM
Oxynotus centrina,Oxynotidae,lecithotrophic viviparity,19.152,420,150,stationary,demersal,PRM Longline,0.3343486050272954,Longline,PRM
Galeus atlanticus,Pentanchidae,lecithotrophic oviparity,6.907833333,559.5,46,stationary,demersal,AVM Longline,0.1670931089522521,Longline,AVM
Galeus atlanticus,Pentanchidae,lecithotrophic oviparity,6.907833333,559.5,46,stationary,demersal,PRM Longline,0.33129005746940215,Longline,PRM
Etmopterus burgessi,Etmopteridae,lecithotrophic viviparity,6.274288889,450,35.5,stationary,pelagic,AVM Longline,0.1770601404978738,Longline,AVM
Etmopterus burgessi,Etmopteridae,lecithotrophic viviparity,6.274288889,450,35.5,stationary,pelagic,PRM Longline,0.3211516584912759,Longline,PRM
Galeus schultzi,Pentanchidae,lecithotrophic oviparity,6.907833333,380,29.7,stationary,demersal,AVM Longline,0.19551746330982603,Longline,AVM
Galeus schultzi,Pentanchidae,lecithotrophic oviparity,6.907833333,380,29.7,stationary,demersal,PRM Longline,0.39748873624540904,Longline,PRM
Scyliorhinus boa,Scyliorhinidae,lecithotrophic oviparity,8.9471,502.5,54,stationary,demersal,AVM Longline,0.15921749818079128,Longline,AVM
Scyliorhinus boa,Scyliorhinidae,lecithotrophic oviparity,8.9471,502.5,54,stationary,demersal,PRM Longline,0.36779066745500544,Longline,PRM
Nasolamia velox,Carcharhinidae,matrotrophic viviparity,7.9069,96,165,ram,demersal,AVM Longline,0.414722745776428,Longline,AVM
