scientific_name,family,reproductive_mode,ac,median_depth,max_size_cm,ventilation_method,habitat,estimate_type,mortality_prop,gear_class,estimate_type_new
Nasolamia velox,Carcharhinidae,matrotrophic viviparity,7.9069,96,165,ram,demersal,PRM Longline,0.38034468104350544,Longline,PRM
Oxynotus paradoxus,Oxynotidae,lecithotrophic viviparity,19.152,492.5,118,stationary,demersal,AVM Longline,0.1684779258120093,Longline,AVM
Oxynotus paradoxus,Oxynotidae,lecithotrophic viviparity,19.152,492.5,118,stationary,demersal,PRM Longline,0.26247363293152753,Longline,PRM
Hemitriakis complicofasciata,Triakidae,lecithotrophic viviparity,5.9831,95,95.5,ram,pelagic,AVM Longline,0.3034981875593431,Longline,AVM
Hemitriakis complicofasciata,Triakidae,lecithotrophic viviparity,5.9831,95,95.5,ram,pelagic,PRM Longline,0.36801334772135647,Longline,PRM
Etmopterus spinax,Etmopteridae,lecithotrophic viviparity,7.6416,1280,55,stationary,demersal,AVM Longline,0.15623712253809194,Longline,AVM
Etmopterus spinax,Etmopteridae,lecithotrophic viviparity,7.6416,1280,55,stationary,demersal,PRM Longline,0.3893803670591357,Longline,PRM
Triakis scyllium,Triakidae,lecithotrophic viviparity,6.0669,90,150,ram,demersal,AVM Longline,0.3034981875593431,Longline,AVM
Triakis scyllium,Triakidae,lecithotrophic viviparity,6.0669,90,150,ram,demersal,PRM Longline,0.37215689930445206,Longline,PRM
Galeus sauteri,Pentanchidae,lecithotrophic oviparity,7.0771,75,38,stationary,demersal,AVM Longline,0.2277210121741622,Longline,AVM
Galeus sauteri,Pentanchidae,lecithotrophic oviparity,7.0771,75,38,stationary,demersal,PRM Longline,0.3830493599132666,Longline,PRM
Squalus hemipinnis,Squalidae,lecithotrophic viviparity,7.737926667,50.5,78,stationary,pelagic,AVM Longline,0.1863563996785368,Longline,AVM
Squalus hemipinnis,Squalidae,lecithotrophic viviparity,7.737926667,50.5,78,stationary,pelagic,PRM Longline,0.40563347981802256,Longline,PRM
Somniosus rostratus,Somniosidae,lecithotrophic viviparity,5.5455,765,143,stationary,demersal,AVM Longline,0.15847619773654795,Longline,AVM
Somniosus rostratus,Somniosidae,lecithotrophic viviparity,5.5455,765,143,stationary,demersal,PRM Longline,0.3473893408726162,Longline,PRM
Squalus japonicus,Squalidae,lecithotrophic viviparity,7.737926667,225,105,stationary,demersal,AVM Longline,0.21489535916866173,Longline,AVM
Squalus japonicus,Squalidae,lecithotrophic viviparity,7.737926667,225,105,stationary,demersal,PRM Longline,0.4011550522121619,Longline,PRM
Scyliorhinus torazame,Scyliorhinidae,lecithotrophic oviparity,7.1484,160,500,stationary,demersal,AVM Longline,0.21924705857295643,Longline,AVM
Scyliorhinus torazame,Scyliorhinidae,lecithotrophic oviparity,7.1484,160,500,stationary,demersal,PRM Longline,0.2768316581819062,Longline,PRM
Pentanchus profundicolus,Pentanchidae,lecithotrophic oviparity,32.23553571,871,51,stationary,demersal,AVM Longline,0.16892753627143786,Longline,AVM
Pentanchus profundicolus,Pentanchidae,lecithotrophic oviparity,32.23553571,871,51,stationary,demersal,PRM Longline,0.2739427191410626,Longline,PRM
Squalus brevirostris,Squalidae,lecithotrophic viviparity,7.737926667,191,57.8,stationary,demersal,AVM Longline,0.21567121161184408,Longline,AVM
Squalus brevirostris,Squalidae,lecithotrophic viviparity,7.737926667,191,57.8,stationary,demersal,PRM Longline,0.4013830396619351,Longline,PRM
Etmopterus splendidus,Etmopteridae,lecithotrophic viviparity,6.4357,245,30.7,stationary,pelagic,AVM Longline,0.21402262376194617,Longline,AVM
Etmopterus splendidus,Etmopteridae,lecithotrophic viviparity,6.4357,245,30.7,stationary,pelagic,PRM Longline,0.3300008852688817,Longline,PRM
Mustelus albipinnis,Triakidae,lecithotrophic viviparity,9.853114,155.5,109,ram,pelagic,AVM Longline,0.28349834780259237,Longline,AVM
Mustelus albipinnis,Triakidae,lecithotrophic viviparity,9.853114,155.5,109,ram,pelagic,PRM Longline,0.3689828188981596,Longline,PRM
Scyliorhinus garmani,Scyliorhinidae,lecithotrophic oviparity,7.549233333,352.6875,38,stationary,pelagic,AVM Longline,0.1967779087107392,Longline,AVM
Scyliorhinus garmani,Scyliorhinidae,lecithotrophic oviparity,7.549233333,352.6875,38,stationary,pelagic,PRM Longline,0.39430699713422146,Longline,PRM
Galeus arae,Pentanchidae,lecithotrophic oviparity,8.8537,512,32.7,stationary,demersal,AVM Longline,0.155915241975712,Longline,AVM
Galeus arae,Pentanchidae,lecithotrophic oviparity,8.8537,512,32.7,stationary,demersal,PRM Longline,0.365921310218951,Longline,PRM
Mustelus punctulatus,Triakidae,lecithotrophic viviparity,5.4161,150,190,ram,demersal,AVM Longline,0.2860192364816366,Longline,AVM
Mustelus punctulatus,Triakidae,lecithotrophic viviparity,5.4161,150,190,ram,demersal,PRM Longline,0.2971105861601307,Longline,PRM
Hemitriakis japanica,Triakidae,lecithotrophic viviparity,5.9831,324.5,314,ram,demersal,AVM Longline,0.29171882938605087,Longline,AVM
Hemitriakis japanica,Triakidae,lecithotrophic viviparity,5.9831,324.5,314,ram,demersal,PRM Longline,0.31966150162135204,Longline,PRM
Centroscyllium ritteri,Etmopteridae,lecithotrophic viviparity,1,605,43,stationary,demersal,AVM Longline,0.12955727790090735,Longline,AVM
Centroscyllium ritteri,Etmopteridae,lecithotrophic viviparity,1,605,43,stationary,demersal,PRM Longline,0.3301691625711215,Longline,PRM
Poroderma pantherinum,Scyliorhinidae,lecithotrophic oviparity,5.5106,128,84,stationary,pelagic,AVM Longline,0.2098415630177187,Longline,AVM
Poroderma pantherinum,Scyliorhinidae,lecithotrophic oviparity,5.5106,128,84,stationary,pelagic,PRM Longline,0.35299958687558153,Longline,PRM
Centroscyllium fabricii,Etmopteridae,lecithotrophic viviparity,8.0273,1190,120,stationary,demersal,AVM Longline,0.1472188316076407,Longline,AVM
Centroscyllium fabricii,Etmopteridae,lecithotrophic viviparity,8.0273,1190,120,stationary,demersal,PRM Longline,0.3787245312263683,Longline,PRM
Orectolobus japonicus,Orectolobidae,lecithotrophic viviparity,5.913222222,100,118,stationary,demersal,AVM Longline,0.2067638331022788,Longline,AVM
Orectolobus japonicus,Orectolobidae,lecithotrophic viviparity,5.913222222,100,118,stationary,demersal,PRM Longline,0.35362357181865944,Longline,PRM
Galeus nipponensis,Pentanchidae,lecithotrophic oviparity,6.907833333,345,75.6,stationary,demersal,AVM Longline,0.19920368412088987,Longline,AVM
Galeus nipponensis,Pentanchidae,lecithotrophic oviparity,6.907833333,345,75.6,stationary,demersal,PRM Longline,0.38840249615682526,Longline,PRM
Mustelus widodoi,Triakidae,lecithotrophic viviparity,9.853114,90,109.5,ram,pelagic,AVM Longline,0.2919969586538994,Longline,AVM
Mustelus widodoi,Triakidae,lecithotrophic viviparity,9.853114,90,109.5,ram,pelagic,PRM Longline,0.3881758990975477,Longline,PRM
Etmopterus decacuspidatus,Etmopteridae,lecithotrophic viviparity,6.274288889,602,29,stationary,pelagic,AVM Longline,0.16713131497890513,Longline,AVM
Etmopterus decacuspidatus,Etmopteridae,lecithotrophic viviparity,6.274288889,602,29,stationary,pelagic,PRM Longline,0.3127249133994792,Longline,PRM
Chiloscyllium burmensis,Hemiscylliidae,lecithotrophic oviparity,10.693,31,57.5,stationary,demersal,AVM Longline,0.1926013749655443,Longline,AVM
Chiloscyllium burmensis,Hemiscylliidae,lecithotrophic oviparity,10.693,31,57.5,stationary,demersal,PRM Longline,0.38188530428237566,Longline,PRM
Mustelus manazo,Triakidae,lecithotrophic viviparity,6.4592,180,220,ram,demersal,AVM Longline,0.28710799554251776,Longline,AVM
Mustelus manazo,Triakidae,lecithotrophic viviparity,6.4592,180,220,ram,demersal,PRM Longline,0.27906720191041695,Longline,PRM
Pristiophorus japonicus,Pristiophoridae,lecithotrophic viviparity,5.9166,645,153,stationary,demersal,AVM Longline,0.1549975450230426,Longline,AVM
Pristiophorus japonicus,Pristiophoridae,lecithotrophic viviparity,5.9166,645,153,stationary,demersal,PRM Longline,0.34601121921368533,Longline,PRM
Halaelurus maculosus,Pentanchidae,lecithotrophic oviparity,7.4014,65,52.8,stationary,demersal,AVM Longline,0.20305829497393416,Longline,AVM
Halaelurus maculosus,Pentanchidae,lecithotrophic oviparity,7.4014,65,52.8,stationary,demersal,PRM Longline,0.4052145927597027,Longline,PRM
Haploblepharus pictus,Pentanchidae,lecithotrophic oviparity,5.0105,17.5,60,stationary,demersal,AVM Longline,0.18963404430401024,Longline,AVM
Haploblepharus pictus,Pentanchidae,lecithotrophic oviparity,5.0105,17.5,60,stationary,demersal,PRM Longline,0.3629818360887081,Longline,PRM
Rhizoprionodon longurio,Carcharhinidae,matrotrophic viviparity,7.999,13.5,154,ram,pelagic,AVM Longline,0.3172402317997644,Longline,AVM
Rhizoprionodon longurio,Carcharhinidae,matrotrophic viviparity,7.999,13.5,154,ram,pelagic,PRM Longline,0.4047596587285542,Longline,PRM
Holohalaelurus punctatus,Pentanchidae,lecithotrophic oviparity,6.6565,330,35,stationary,demersal,AVM Longline,0.2065013856387953,Longline,AVM
Holohalaelurus punctatus,Pentanchidae,lecithotrophic oviparity,6.6565,330,35,stationary,demersal,PRM Longline,0.3864637351885892,Longline,PRM
Halaelurus buergeri,Pentanchidae,lecithotrophic oviparity,7.4014,90,49,stationary,demersal,AVM Longline,0.222601886383333,Longline,AVM
Halaelurus buergeri,Pentanchidae,lecithotrophic oviparity,7.4014,90,49,stationary,demersal,PRM Longline,0.4042833291056596,Longline,PRM
Galeus murinus,Pentanchidae,lecithotrophic oviparity,3.4859,837.5,63,stationary,demersal,AVM Longline,0.13163339125370777,Longline,AVM
Galeus murinus,Pentanchidae,lecithotrophic oviparity,3.4859,837.5,63,stationary,demersal,PRM Longline,0.3294974473346202,Longline,PRM
Mustelus griseus,Triakidae,lecithotrophic viviparity,6.3513,152.5,87,ram,demersal,AVM Longline,0.2939415836068978,Longline,AVM
Mustelus griseus,Triakidae,lecithotrophic viviparity,6.3513,152.5,87,ram,demersal,PRM Longline,0.3528299469271441,Longline,PRM
Cephaloscyllium umbratile,Scyliorhinidae,lecithotrophic viviparity,6.14548,260,120,stationary,pelagic,AVM Longline,0.21590344380742948,Longline,AVM
Cephaloscyllium umbratile,Scyliorhinidae,lecithotrophic viviparity,6.14548,260,120,stationary,pelagic,PRM Longline,0.31620067937461405,Longline,PRM
Atelomycterus baliensis,Scyliorhinidae,lecithotrophic oviparity,6.812653333,32.5,520,stationary,demersal,AVM Longline,0.19153582822408363,Longline,AVM
Atelomycterus baliensis,Scyliorhinidae,lecithotrophic oviparity,6.812653333,32.5,520,stationary,demersal,PRM Longline,0.2800941077245026,Longline,PRM
Centroscyllium excelsum,Etmopteridae,lecithotrophic viviparity,4.034025,900,63.59999847,stationary,demersal,AVM Longline,0.12887917720782718,Longline,AVM
Centroscyllium excelsum,Etmopteridae,lecithotrophic viviparity,4.034025,900,63.59999847,stationary,demersal,PRM Longline,0.32942058195000484,Longline,PRM
Squalus bassi,Squalidae,lecithotrophic viviparity,7.737926667,375,110,stationary,pelagic,AVM Longline,0.19000697488271712,Longline,AVM
Squalus bassi,Squalidae,lecithotrophic viviparity,7.737926667,375,110,stationary,pelagic,PRM Longline,0.4030337557443016,Longline,PRM
Squalus mahia,Squalidae,lecithotrophic viviparity,7.737926667,277.5,59,stationary,pelagic,AVM Longline,0.21430022387838704,Longline,AVM
Squalus mahia,Squalidae,lecithotrophic viviparity,7.737926667,277.5,59,stationary,pelagic,PRM Longline,0.3866077447430815,Longline,PRM
Squalus albicaudus,Squalidae,lecithotrophic viviparity,7.737926667,308,52.5,stationary,pelagic,AVM Longline,0.2118755879658002,Longline,AVM
Squalus albicaudus,Squalidae,lecithotrophic viviparity,7.737926667,308,52.5,stationary,pelagic,PRM Longline,0.3923489511922208,Longline,PRM
Squalus bahiensis,Squalidae,lecithotrophic viviparity,7.737926667,599,69,stationary,pelagic,AVM Longline,0.1606948837119085,Longline,AVM
Squalus bahiensis,Squalidae,lecithotrophic viviparity,7.737926667,599,69,stationary,pelagic,PRM Longline,0.35859219348242194,Longline,PRM
Squalus lobularis,Squalidae,lecithotrophic viviparity,7.737926667,300,64,stationary,pelagic,AVM Longline,0.21430022387838704,Longline,AVM
Squalus lobularis,Squalidae,lecithotrophic viviparity,7.737926667,300,64,stationary,pelagic,PRM Longline,0.3921818278341083,Longline,PRM
Squalus quasimodo,Squalidae,lecithotrophic viviparity,7.737926667,417.5,85,stationary,pelagic,AVM Longline,0.17115063811625372,Longline,AVM
Squalus quasimodo,Squalidae,lecithotrophic viviparity,7.737926667,417.5,85,stationary,pelagic,PRM Longline,0.4149445329959685,Longline,PRM
Squatina varii,Squatinidae,lecithotrophic viviparity,10.32279231,430.5,132,stationary,demersal,AVM Longline,0.16654520605019074,Longline,AVM
Squatina varii,Squatinidae,lecithotrophic viviparity,10.32279231,430.5,132,stationary,demersal,PRM Longline,0.390640656104919,Longline,PRM
Squatina guggenheim,Squatinidae,lecithotrophic viviparity,6.0762,78.5,96,stationary,demersal,AVM Longline,0.2188924979551743,Longline,AVM
Squatina guggenheim,Squatinidae,lecithotrophic viviparity,6.0762,78.5,96,stationary,demersal,PRM Longline,0.3592434691583121,Longline,PRM
Squatina formosa,Squatinidae,lecithotrophic viviparity,10.32279231,201.5,150,stationary,demersal,AVM Longline,0.20963618880950705,Longline,AVM
Squatina formosa,Squatinidae,lecithotrophic viviparity,10.32279231,201.5,150,stationary,demersal,PRM Longline,0.3561527458617562,Longline,PRM
Squatina nebulosa,Squatinidae,lecithotrophic viviparity,10.32279231,165,800,stationary,demersal,AVM Longline,0.21041204125268936,Longline,AVM
Squatina nebulosa,Squatinidae,lecithotrophic viviparity,10.32279231,165,800,stationary,demersal,PRM Longline,0.2397281667321582,Longline,PRM
Squatina japonica,Squatinidae,lecithotrophic viviparity,10.32279231,181,200,stationary,demersal,AVM Longline,0.21041204125268936,Longline,AVM
Squatina japonica,Squatinidae,lecithotrophic viviparity,10.32279231,181,200,stationary,demersal,PRM Longline,0.26786309253086316,Longline,PRM
Carcharhinus humani,Carcharhinidae,matrotrophic viviparity,9.92492714,39.5,84.40000153,ram,pelagic,AVM Longline,0.3152375977411492,Longline,AVM
Carcharhinus humani,Carcharhinidae,matrotrophic viviparity,9.92492714,39.5,84.40000153,ram,pelagic,PRM Longline,0.3837578640684321,Longline,PRM
Chlamydoselachus africana,Chlamydoselachidae,matrotrophic viviparity,6.588,850,99,ram,pelagic,AVM Longline,0.33395009558582583,Longline,AVM
Chlamydoselachus africana,Chlamydoselachidae,matrotrophic viviparity,6.588,850,99,ram,pelagic,PRM Longline,0.28262133442330684,Longline,PRM
Pristiophorus nancyae,Pristiophoridae,lecithotrophic viviparity,5.9166,428,62.1,stationary,pelagic,AVM Longline,0.16343837305864872,Longline,AVM
Pristiophorus nancyae,Pristiophoridae,lecithotrophic viviparity,5.9166,428,62.1,stationary,pelagic,PRM Longline,0.3594089525067999,Longline,PRM
Carcharhinus cerdale,Carcharhinidae,matrotrophic viviparity,9.92492714,20,140,ram,demersal,AVM Longline,0.3152375977411492,Longline,AVM
Carcharhinus cerdale,Carcharhinidae,matrotrophic viviparity,9.92492714,20,140,ram,demersal,PRM Longline,0.3609994026992303,Longline,PRM
Ginglymostoma unami,Ginglymostomatidae,lecithotrophic oviparity,3.1785,6.5,280,stationary,pelagic,AVM Longline,0.14518479419724148,Longline,AVM
Ginglymostoma unami,Ginglymostomatidae,lecithotrophic oviparity,3.1785,6.5,280,stationary,pelagic,PRM Longline,0.3258390927972423,Longline,PRM
Squalus hawaiiensis,Squalidae,lecithotrophic viviparity,7.737926667,332.5,101,stationary,pelagic,AVM Longline,0.19965650164511548,Longline,AVM
Squalus hawaiiensis,Squalidae,lecithotrophic viviparity,7.737926667,332.5,101,stationary,pelagic,PRM Longline,0.39397697350687655,Longline,PRM
Etmopterus lailae,Etmopteridae,lecithotrophic viviparity,6.274288889,349,36.79999924,stationary,pelagic,AVM Longline,0.20008168557534697,Longline,AVM
Etmopterus lailae,Etmopteridae,lecithotrophic viviparity,6.274288889,349,36.79999924,stationary,pelagic,PRM Longline,0.35256075235068507,Longline,PRM
Etmopterus marshae,Etmopteridae,lecithotrophic viviparity,6.274288889,329.5,23.39999962,stationary,pelagic,AVM Longline,0.20716118191592475,Longline,AVM
Etmopterus marshae,Etmopteridae,lecithotrophic viviparity,6.274288889,329.5,23.39999962,stationary,pelagic,PRM Longline,0.3496423462053975,Longline,PRM
Pristiophorus lanae,Pristiophoridae,lecithotrophic viviparity,5.9166,311,89.5,stationary,pelagic,AVM Longline,0.201637275782259,Longline,AVM
Pristiophorus lanae,Pristiophoridae,lecithotrophic viviparity,5.9166,311,89.5,stationary,pelagic,PRM Longline,0.349056607472656,Longline,PRM
Cephaloscyllium pictum,Scyliorhinidae,lecithotrophic viviparity,6.14548,140.3409090909091,71.7,stationary,pelagic,AVM Longline,0.21425139035037255,Longline,AVM
Cephaloscyllium pictum,Scyliorhinidae,lecithotrophic viviparity,6.14548,140.3409090909091,71.7,stationary,pelagic,PRM Longline,0.3489705128295362,Longline,PRM
Gollum suluensis,Pseudotriakidae,lecithotrophic viviparity,4.8018,730,65.2,ram,pelagic,AVM Longline,0.19355401605098013,Longline,AVM
Gollum suluensis,Pseudotriakidae,lecithotrophic viviparity,4.8018,730,65.2,ram,pelagic,PRM Longline,0.3122752665146872,Longline,PRM
Planonasus indicus,Pseudotriakidae,matrotrophic viviparity,5.1897,640,64,stationary,demersal,AVM Longline,0.25478689691978085,Longline,AVM
Planonasus indicus,Pseudotriakidae,matrotrophic viviparity,5.1897,640,64,stationary,demersal,PRM Longline,0.2724112121761365,Longline,PRM
Centrophorus lesliei,Centrophoridae,lecithotrophic viviparity,10.49903846,490,76.5,stationary,demersal,AVM Longline,0.16058373782093213,Longline,AVM
Centrophorus lesliei,Centrophoridae,lecithotrophic viviparity,10.49903846,490,76.5,stationary,demersal,PRM Longline,0.354760980528131,Longline,PRM
Cephaloscyllium fasciatum,Scyliorhinidae,lecithotrophic viviparity,6.14548,325,42,stationary,pelagic,AVM Longline,0.21376594063515444,Longline,AVM
Cephaloscyllium fasciatum,Scyliorhinidae,lecithotrophic viviparity,6.14548,325,42,stationary,pelagic,PRM Longline,0.349073298498297,Longline,PRM
Squalus formosus,Squalidae,lecithotrophic viviparity,7.737926667,485,85,stationary,pelagic,AVM Longline,0.1633186312664219,Longline,AVM
Squalus formosus,Squalidae,lecithotrophic viviparity,7.737926667,485,85,stationary,pelagic,PRM Longline,0.3629184255418288,Longline,PRM
Etmopterus joungi,Etmopteridae,lecithotrophic viviparity,6.274288889,300,40.59999847,stationary,pelagic,AVM Longline,0.21776325908657063,Longline,AVM
Etmopterus joungi,Etmopteridae,lecithotrophic viviparity,6.274288889,300,40.59999847,stationary,pelagic,PRM Longline,0.3470441134157303,Longline,PRM
Cephaloscyllium formosanum,Scyliorhinidae,lecithotrophic viviparity,6.14548,366,65.5,stationary,pelagic,AVM Longline,0.1956265739206933,Longline,AVM
Cephaloscyllium formosanum,Scyliorhinidae,lecithotrophic viviparity,6.14548,366,65.5,stationary,pelagic,PRM Longline,0.35325536846917677,Longline,PRM
Scoliodon macrorhynchos,Carcharhinidae,matrotrophic viviparity,9.776036695,25,80,stationary,demersal,AVM Longline,0.2468193030799995,Longline,AVM
Scoliodon macrorhynchos,Carcharhinidae,matrotrophic viviparity,9.776036695,25,80,stationary,demersal,PRM Longline,0.35822773744601955,Longline,PRM
Lamiopsis tephrodes,Carcharhinidae,matrotrophic viviparity,9.776036695,42.5,145,ram,demersal,AVM Longline,0.3152375977411492,Longline,AVM
Lamiopsis tephrodes,Carcharhinidae,matrotrophic viviparity,9.776036695,42.5,145,ram,demersal,PRM Longline,0.3613674607259862,Longline,PRM
Sphyrna gilberti,Sphyrnidae,matrotrophic viviparity,11.45743775,287.1611842105263,69,ram,pelagic,AVM Longline,0.40909207422489546,Longline,AVM
Sphyrna gilberti,Sphyrnidae,matrotrophic viviparity,11.45743775,287.1611842105263,69,ram,pelagic,PRM Longline,0.30233976464734863,Longline,PRM
Carcharhinus macloti,Carcharhinidae,matrotrophic viviparity,9.92492714,100.5,110,ram,demersal,AVM Longline,0.4135141165583565,Longline,AVM
Carcharhinus macloti,Carcharhinidae,matrotrophic viviparity,9.92492714,100.5,110,ram,demersal,PRM Longline,0.3643250444731603,Longline,PRM
Rhizoprionodon oligolinx,Carcharhinidae,matrotrophic viviparity,17.984,18,85,ram,pelagic,AVM Longline,0.32470953339332853,Longline,AVM
Rhizoprionodon oligolinx,Carcharhinidae,matrotrophic viviparity,17.984,18,85,ram,pelagic,PRM Longline,0.33553652535399237,Longline,PRM
Triaenodon obesus,Carcharhinidae,lecithotrophic viviparity,9.1561,165.5,168,stationary,pelagic,AVM Longline,0.20845794686716493,Longline,AVM
Triaenodon obesus,Carcharhinidae,lecithotrophic viviparity,9.1561,165.5,168,stationary,pelagic,PRM Longline,0.35028733953958324,Longline,PRM
Iago omanensis,Triakidae,matrotrophic viviparity,8.5392,1152.5,37,ram,demersal,AVM Longline,0.32178576473956194,Longline,AVM
Iago omanensis,Triakidae,matrotrophic viviparity,8.5392,1152.5,37,ram,demersal,PRM Longline,0.29878201884842237,Longline,PRM
Hemitriakis indroyonoi,Triakidae,lecithotrophic viviparity,5.9831,60,120,ram,demersal,AVM Longline,0.2575645832763475,Longline,AVM
Hemitriakis indroyonoi,Triakidae,lecithotrophic viviparity,5.9831,60,120,ram,demersal,PRM Longline,0.34811767368632474,Longline,PRM
Orectolobus leptolineatus,Orectolobidae,lecithotrophic viviparity,5.913222222,65,112,stationary,pelagic,AVM Longline,0.1846450276596248,Longline,AVM
Orectolobus leptolineatus,Orectolobidae,lecithotrophic viviparity,5.913222222,65,112,stationary,pelagic,PRM Longline,0.34923798134974954,Longline,PRM
Squatina californica,Squatinidae,lecithotrophic viviparity,8.4192,103,152,stationary,demersal,AVM Longline,0.21253902057320845,Longline,AVM
Squatina californica,Squatinidae,lecithotrophic viviparity,8.4192,103,152,stationary,demersal,PRM Longline,0.4220129935861873,Longline,PRM
Squalus blainville,Squalidae,lecithotrophic viviparity,14.925,757.5,920,stationary,demersal,AVM Longline,0.1651760775644156,Longline,AVM
Squalus blainville,Squalidae,lecithotrophic viviparity,14.925,757.5,920,stationary,demersal,PRM Longline,0.17024947996369208,Longline,PRM
Somniosus cheni,Somniosidae,lecithotrophic viviparity,3.75285,500,147,stationary,demersal,AVM Longline,0.1312564364315718,Longline,AVM
Somniosus cheni,Somniosidae,lecithotrophic viviparity,3.75285,500,147,stationary,demersal,PRM Longline,0.3519159779669815,Longline,PRM
Squalus boretzi,Squalidae,lecithotrophic viviparity,7.737926667,312.5,95.2,stationary,demersal,AVM Longline,0.2118755879658002,Longline,AVM
Squalus boretzi,Squalidae,lecithotrophic viviparity,7.737926667,312.5,95.2,stationary,demersal,PRM Longline,0.44399987653855305,Longline,PRM
Mustelus mento,Triakidae,lecithotrophic viviparity,9.7828,33,130,ram,demersal,AVM Longline,0.2284969118722736,Longline,AVM
Mustelus mento,Triakidae,lecithotrophic viviparity,9.7828,33,130,ram,demersal,PRM Longline,0.3736818267538546,Longline,PRM
Squalus clarkae,Squalidae,lecithotrophic viviparity,7.737926667,427.5,82,stationary,pelagic,AVM Longline,0.17115063811625372,Longline,AVM
Squalus clarkae,Squalidae,lecithotrophic viviparity,7.737926667,427.5,82,stationary,pelagic,PRM Longline,0.4072304807552128,Longline,PRM
Hemitriakis abdita,Triakidae,lecithotrophic viviparity,5.9831,313,80,ram,demersal,AVM Longline,0.29171882938605087,Longline,AVM
Hemitriakis abdita,Triakidae,lecithotrophic viviparity,5.9831,313,80,ram,demersal,PRM Longline,0.3862839594444498,Longline,PRM
Squalus shiraii,Squalidae,lecithotrophic viviparity,7.737926667,350,77,stationary,pelagic,AVM Longline,0.193693195693781,Longline,AVM
Squalus shiraii,Squalidae,lecithotrophic viviparity,7.737926667,350,77,stationary,pelagic,PRM Longline,0.39719246627413407,Longline,PRM
Etmopterus brosei,Etmopteridae,lecithotrophic viviparity,6.274288889,840,45.09999847,stationary,pelagic,AVM Longline,0.16645321428582494,Longline,AVM
Etmopterus brosei,Etmopteridae,lecithotrophic viviparity,6.274288889,840,45.09999847,stationary,pelagic,PRM Longline,0.31243947876775047,Longline,PRM
Mustelus andamanensis,Triakidae,lecithotrophic viviparity,9.853114,75,104,ram,pelagic,AVM Longline,0.2970001110605411,Longline,AVM
Mustelus andamanensis,Triakidae,lecithotrophic viviparity,9.853114,75,104,ram,pelagic,PRM Longline,0.3870793403891218,Longline,PRM
Squatina mapama,Squatinidae,lecithotrophic viviparity,10.32279231,1224.5,40,stationary,demersal,AVM Longline,0.15075174686617526,Longline,AVM
Squatina mapama,Squatinidae,lecithotrophic viviparity,10.32279231,1224.5,40,stationary,demersal,PRM Longline,0.34865427347374833,Longline,PRM
Scyliorhinus hachijoensis,Scyliorhinidae,lecithotrophic oviparity,7.549233333,375,41.6,stationary,demersal,AVM Longline,0.1942165450319488,Longline,AVM
Scyliorhinus hachijoensis,Scyliorhinidae,lecithotrophic oviparity,7.549233333,375,41.6,stationary,demersal,PRM Longline,0.4518522131039046,Longline,PRM
Carcharhinus hemiodon,Carcharhinidae,matrotrophic viviparity,9.92492714,80,200,ram,demersal,AVM Longline,0.4135141165583565,Longline,AVM
Carcharhinus hemiodon,Carcharhinidae,matrotrophic viviparity,9.92492714,80,200,ram,demersal,PRM Longline,0.2992993052900302,Longline,PRM
Hexanchus vitulus,Hexanchidae,lecithotrophic viviparity,9.0518,395.5,180,ram,demersal,AVM Longline,0.2351522497707361,Longline,AVM
Hexanchus vitulus,Hexanchidae,lecithotrophic viviparity,9.0518,395.5,180,ram,demersal,PRM Longline,0.35663740849756326,Longline,PRM
Heterodontus mexicanus,Heterodontidae,lecithotrophic oviparity,6.7478,25,170,stationary,demersal,AVM Longline,0.19315511308857392,Longline,AVM
Heterodontus mexicanus,Heterodontidae,lecithotrophic oviparity,6.7478,25,170,stationary,demersal,PRM Longline,0.35631922141904754,Longline,PRM
Centrophorus atromarginatus,Centrophoridae,lecithotrophic viviparity,10.49903846,316.5,87,stationary,demersal,AVM Longline,0.208157008937575,Longline,AVM
Centrophorus atromarginatus,Centrophoridae,lecithotrophic viviparity,10.49903846,316.5,87,stationary,demersal,PRM Longline,0.3967580695224362,Longline,PRM
Centrophorus longipinnis,Centrophoridae,lecithotrophic viviparity,10.49903846,395,77.5,stationary,demersal,AVM Longline,0.17945600334566378,Longline,AVM
Centrophorus longipinnis,Centrophoridae,lecithotrophic viviparity,10.49903846,395,77.5,stationary,demersal,PRM Longline,0.42081411393334744,Longline,PRM
Centrophorus moluccensis,Centrophoridae,lecithotrophic viviparity,6.732,474,100,stationary,demersal,AVM Longline,0.16748470478500196,Longline,AVM
Centrophorus moluccensis,Centrophoridae,lecithotrophic viviparity,6.732,474,100,stationary,demersal,PRM Longline,0.3357947176135717,Longline,PRM
Rhizoprionodon terraenovae,Carcharhinidae,matrotrophic viviparity,6.7403,100.5,178,ram,demersal,AVM Longline,0.4161210745617431,Longline,AVM
Rhizoprionodon terraenovae,Carcharhinidae,matrotrophic viviparity,6.7403,100.5,178,ram,demersal,PRM Longline,0.30031288558573144,Longline,PRM
Squalus megalops,Squalidae,lecithotrophic viviparity,7.0687,366,89,stationary,demersal,AVM Longline,0.18795523327877633,Longline,AVM
Squalus megalops,Squalidae,lecithotrophic viviparity,7.0687,366,89,stationary,demersal,PRM Longline,0.42678636984680207,Longline,PRM
Squalus megalops,Squalidae,lecithotrophic viviparity,7.0687,390,64,stationary,demersal,AVM Longline,0.18795523327877633,Longline,AVM
