SeasonYear,PenguinID,PenguinSeq,InstrumentSeq,NTripPairsLong,DistBetMean,DistBetSD,DistBetMin,DistBetMax,InstrType,InstrModel,NFledged,DurDaysMean,TripDistMean,BearingMean,PenguinSex,NumTrips,NumChicksDeploy,NumChicksStarved,DeployDurDays,ChlaMean
2019,13232,204991,3945,1,322.6306,NA,322.6306,322.6306,2,nanoFix-GEO,1,26.38633332,327.47102,36.776,1,3,2,1,33,1.217023
2019,13293,205012,3949,3,77.00395,54.85593,20.52944,130.0836,2,nanoFix-GEO,1,3.111021546,104.5527117,72.74383708,1,9,1,0,21,1.217023
2019,13298,204984,3941,1,290.2337,NA,290.2337,290.2337,2,nanoFix-GEO,0,18.76316821,339.8573113,69.5990566,1,2,1,1,25,1.217023
2019,13321,179982,3432,5,27.79799,36.50009,1.353949,88.38059,1,SPOT-275C,2,3.197904289,125.6088655,49.21169591,1,6,2,0,21,1.217023
2019,37416,163934,3940,8,42.61661,22.56399,5.235499,74.35516,2,nanoFix-GEO,1,2.557916331,94.4695,74.45727273,1,9,1,0,26,1.217023
2019,37673,67484,3951,4,19.0122,13.39938,10.91834,39.0553,2,nanoFix-GEO,2,3.372717526,107.8293631,50.61401274,1,5,2,0,18,1.217023
2019,57617,56537,3942,3,43.26108,43.19066,17.05543,93.11143,2,nanoFix-GEO,2,2.071372132,71.49134118,78.16235294,0,11,2,0,29,1.217023
2019,57695,67458,3938,3,60.58697,29.82444,29.36896,88.7886,2,nanoFix-GEO,1,2.031074583,63.46352744,61.66405375,0,13,1,0,22,1.217023
2019,57723,68027,3946,2,47.19468,32.69605,24.07508,70.31428,2,F5G 334A,1,3.371477585,121.6708633,86.95863309,0,5,1,0,26,1.217023
2019,57733,68036,3939,2,7.923052,3.178697,5.675374,10.17073,2,nanoFix-GEO,2,1.422410084,57.56588785,62.54906542,0,7,2,0,33,1.217023
2019,57749,67475,3431,4,29.81842,26.09318,2.343458,65.09647,1,SPOT-275C,2,2.852332952,100.8044229,43.04571429,1,10,2,0,25,1.217023
2019,57781,204995,3948,3,41.43468,38.90131,17.78308,86.33257,2,F5G 334A,1,2.641553597,72.50689189,65.75135135,0,8,2,1,24,1.217023
2019,57784,179983,3433,3,54.86005,34.52319,16.28947,82.86795,1,SPOT-275C,2,2.710242468,96.56025606,65.77088949,0,7,2,0,19,1.217023
2019,57785,204994,3947,4,48.44232,32.51881,20.7899,93.6794,2,F5G 334A,1,2.928106802,91.20674576,70.4220339,0,5,1,0,25,1.217023
